contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
667643281369196267,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Micro Profile JavaEE com Wildfly Swarm,"Incrível, Skype se lembrou que o Linux existe!","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Eclipse Foundation Releases Neon
672199059798181601,Labelling automated builds on Docker Hub - Microscaling Systems,Client-side ranking to more efficiently show people stories in feed,Salesforce Architect Journey,Cloud Native Part 1: Definition,Seniority,Most Interesting APIs in 2016: Cognitive Computing
734632752661830332,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,#Sentaquelávemtextão,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC",Google employees are adding 'Lady' to their job titles to fight sexism
764116021156146784,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,#Sentaquelávemtextão,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC","If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks",Google employees are adding 'Lady' to their job titles to fight sexism
809601605585939618,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,Containers are not VMs,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,A New Number Format for Computers Could Nuke Approximation Errors for Good
817145340976958200,Powering a more connected and collaborative enterprise,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Acesse a versão Material Design do YouTube | Google Discovery,Google's Cloud Machine Learning service is now in public beta,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
834896074125772354,So you want to sell to banks?,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,The surprising truth about which countries lead in digital,The Drive to Bank on Digital,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel
880612740433495828,O que você deve fazer para se tornar um líder melhor?,What Science Tells Us About Leadership Potential,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",Cinco competências comportamentais para você ser um bom líder,How to augment your career with leadership coaching,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil
882422233694040097,Infográfico: Algoritmos para Aprendizado de Máquina,The brilliant mechanics of Pokémon Go,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","How I built an app with 500,000 users in 5 days on a $100 server",Transfer Style But Not Color
911037455259135591,Burger King aceita pedidos via mensagens no Facebook - Startupi,Alecrim/AlecrimCoreData,Google's Cloud Machine Learning service is now in public beta,Aplicação de visão computacional com OpenCV,How to Design a Walkthrough That Users Will Read,Google Cloud Platform's preemptible VMs are now up to 33% cheaper
943818026930898372,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com","No, Apple isn't the next BlackBerry - it's the next Microsoft","Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans","Microsoft adquire LinkedIn por US$ 26,2 bilhões",Mobile marketing statistics 2016,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem"
957332268361319692,Tasting Dagger 2 on Android,Client-side ranking to more efficiently show people stories in feed,Building interfaces with ConstraintLayout - Google Developers,Criando ícones animados no Android,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,The Java 8 API Design Principles
962287586799267519,Slack and Google announce partnership focused on better integrating their services,Scrum Community - Scrum Alliance,Prisma for Android is now live for all in the Google Play Store,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Progressive Web App - first introduced on Google I/O | airberlin,Google cloud boss Diane Greene: We're winning against AWS and Microsoft
980458131533897249,Elasticsearch: CSV exporter for Kibana Discover,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Gartner Reprint,Google is testing a new Material Design layout for desktop searches,Top Programming Languages Trends: The Rise of Big Data,What to Inspect When You are Inspecting!
991271693336573226,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,Introducing Ask a Female Engineer,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",#Sentaquelávemtextão,A importância dos filmes de mulherzinha - Capitolina,Criadas para casar
1005751836898964351,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Google acquires deep search engine Kifi to enhance its Spaces group chat app,Designing smart notifications,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",5 reasons your employees aren't sharing their knowledge,Lists are the new search
1012456848389051365,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Não existe frete grátis!,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Pão de Açúcar tem rombo de R$ 512 milhões com fraude em e-commerce
1019706997674210703,Assista a entrevista de Linus Torvalds no TED legendada,BDD Best Practices and Guidelines - Testing Excellence,Google's Cloud Machine Learning service is now in public beta,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),Google researchers teach AIs to see the important parts of images - and tell you about them,"Hello, TensorFlow!"
1021466437456217445,Lists are the new search,This Super Accurate Portrait Selection Tech Uses Neural Networks,Up your app's sharing game with DirectShare - Google Developers,Artificial intelligence is changing SEO faster than you think,Ordering coffee in Italy: the 10 commandments,Designing smart notifications
1024145536490998555,Porto Seguro compra carteira de seguros Auto da Chubb,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,Jeff Seguros: SEGUROS E GAMES,Liberty vai adotar telemetria e baratear seguro para bons motoristas,Transforming life insurance with design thinking,PwC faz virada digital e já fatura US$ 1 bilhão no mundo
1031060816592502094,Evernote anuncia integração com Google Drive | Google Discovery,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Google Cloud Goes to the Farm,Here's proof that Google is getting serious about battling Facebook in a key area,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Inbox by Gmail ganha formatação de texto | Google Discovery
1060159005880386235,Internet of Things Drives Outcome-Based Business Models,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy",Standing on the Shoulders of Giants - Built to Adapt,Building Spring Cloud Microservices That Strangle Legacy Systems,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão
1107739178195154647,Peças Translúcidas,How to finish 3D printed PLA objects,Lentes de contato inteligentes serão o wearable definitivo,Alecrim/AlecrimCoreData,Building more accessible technology,Front in BH 2016
1283472251609674486,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,"No dia das mães, Avon lança campanha com mãe de jovem gay",O homofóbico dentro de cada um,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
1318981494172475806,"Google acquires Synergyse, an interactive training service for Google Apps","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Wide & Deep Learning: Better Together with TensorFlow,5 reasons your employees aren't sharing their knowledge,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
1348739322889189648,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Dries Buytaert,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Who sponsors Drupal development? | Dries Buytaert,Why Is Learning Drupal Hard?,Johnson & Johnson compra líder global em dermocosméticos | EXAME.com
1356221992133852808,The brilliant mechanics of Pokémon Go,Angular 2 versus React: There Will Be Blood - Free Code Camp,Serverless real-time architecture on AWS: there is a way !,How Do Top Android Developers QA Test Their Apps?,Docker e .Net,Pull request first - Practical Blend
1379546145237381445,Eclipse Foundation Releases Neon,Transfer Style But Not Color,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,CSS Containment in Chrome 52 | Web Updates - Google Developers,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Serverless Architectures
1415230502586719648,Machine Learning Is Redefining The Enterprise In 2016,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The AI business landscape,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","Hello, TensorFlow!"
1436883058900979473,The future of the shopping mall,The surprising truth about which countries lead in digital,Can Accenture Take Over Advertising?,Latin America's chronic inefficiency could drive more O2O commerce growth,Usability Heuristics for Bots - Chatbots Magazine,MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo
1441248639512899483,One Dollar Board: Um projeto brasileiro para revolucionar a educação,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,11 Internet of Things (IoT) Protocols You Need to Know About,1º Congresso Brasileiro de IoT - Embarcados,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi
1468327003955810686,What is WebAssembly? The Dawn of a New Era - JavaScript Scene,Alecrim/AlecrimCoreData,The Physical Web,Progressive Web App - first introduced on Google I/O | airberlin,"GitHub broke my 1,000 day streak - Free Code Camp",Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
1469580151036142903,Don't document your code. Code your documentation.,When to make a Git Commit,"What do you mean by ""Event-Driven""?",Mastering Bash and Terminal,Java 8 Streams : 10 missing features,"Spanner, the Google Database That Mastered Time, Is Now Open to Everyone"
1549650080907932816,Spark comparison: AWS vs. GCP,Google's Cloud Machine Learning service is now in public beta,Google lags behind Amazon and Microsoft's cloud in one important area,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests
1561244083438776495,New Amazon Linux Container Image for Cloud and On-Premises Workloads,Kubernetes,Java 8 Streams : 10 missing features,LPIC-OT DevOps Engineer | Linux Professional Institute,What to Inspect When You are Inspecting!,Alecrim/AlecrimCoreData
1567984561327445971,Testes unitários vs aceitação - Android Dev BR,Top 5 Android Testing Frameworks with Examples,The Future of Digital Banking is Now,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Criando ícones animados no Android,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
1577045425286888616,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Promoting gender equality through emoji �� ��,#iLookLikeAnEngineer: One Year Later,Criadas para casar,Google employees are adding 'Lady' to their job titles to fight sexism,Workplace diversity in Brazil: there's still a long way to go
1580124381109623727,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Blaise Agüera y Arcas: How computers are learning to be creative,Google researchers teach AIs to see the important parts of images - and tell you about them,The return of the machinery question,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,"Hello, TensorFlow!"
1639450243805666792,Rating the English Proficiency of Countries and Industries Around the World,Top 30 Commonly Confused Words in English,Build Quality In: The Key to Continuous Delivery in Kanban,Investimentos em coaching e mentoring aumentam nas empresas,Dries Distributions remain a growing opportunity for Drupal - Buytaert,New settings for 2-Step Verification
1649085803937938638,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia","No dia das mães, Avon lança campanha com mãe de jovem gay",Netflix emociona com vídeo destacando personagens LGBT,O homofóbico dentro de cada um,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss"
1649752043999819668,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br"
1734266821019430183,WeChat's world,A digital crack in banking's business model,Accidental discovery could help batteries last years longer,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",The rise of APIs,The End Of Apps As We Know Them - Inside Intercom
1738052593226421681,Como resolver conflitos no ambiente corporativo us,Cinco competências comportamentais para você ser um bom líder,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Digital Health Coaching,How to augment your career with leadership coaching
1768072794787289517,55 fornecedores de TI que apresentarão novidades no Ciab 2016,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Mobile Time,The surprising truth about which countries lead in digital,The economic essentials of digital strategy,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel
1768976290984301641,Top 5 Android Testing Frameworks with Examples,How Do Top Android Developers QA Test Their Apps?,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Testes unitários vs aceitação - Android Dev BR,Developing Android unit and instrumentation tests - Tutorial,Building Spring Cloud Microservices That Strangle Legacy Systems
1796618361228441836,"Fresco, sim! - Android Dev BR",Android Developers Summer Reading List,StrictMode for Runtime Analysis on Android - Google Developers,Programação Reativa Funcional com RxJava,Android irá recomendar aplicativos baseado na localização | Google Discovery,Creating Compound Views on Android
1797761064772338938,Mobile Time,The economic essentials of digital strategy,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Accenture amplia atuação no Brasil,Meio&Mensagem
1854874463930846880,O dia em que tive mais medo de estar errada.,#Sentaquelávemtextão,Para entender o Dia Internacional contra a Homofobia,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files","The code that took America to the moon was just published to GitHub, and it's like a 1960s time capsule",Google employees are adding 'Lady' to their job titles to fight sexism
1862503310075246782,Cinco competências essenciais ao IT Leaders - CIO,Assessing Salesforce's platform and ecosystem | ZDNet,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Visa lança desafio para startups de tecnologia - Startupi,You won't recognize the new world of digital payments without this report,Is FinTech Forcing Banking to a Tipping Point?
1873952032843878490,Hype Driven Development,The Ten Commandments of Egoless Programming,On DRY and the cost of wrongful abstractions,Using Microservices Architecture as API Enablement Strategy,Standing on the Shoulders of Giants - Built to Adapt,Cubr
1878784080584939832,What Apple's differential privacy means for your data and the future of machine learning,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",The barbell effect of machine learning.,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Joel on Software,Up your app's sharing game with DirectShare - Google Developers
1881534532776527237,9 Non-Threatening Leadership Strategies for Women,Neural networks are inadvertently learning our language's hidden gender biases,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,O dia em que tive mais medo de estar errada.,#Sentaquelávemtextão,"Little girls doubt that women can be brilliant, study shows"
1929674614667189969,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,The economic essentials of digital strategy,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Inbox by Gmail ganha formatação de texto | Google Discovery,Is FinTech Forcing Banking to a Tipping Point?
1990052153136096105,Introducing Ask a Female Engineer,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,#Sentaquelávemtextão,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Neural networks are inadvertently learning our language's hidden gender biases
1992928170409443117,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,Advanced Android Espresso,The technology behind preview photos,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Olli: Artificial Intelligence for the real world of connected commuting,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR"
2025471325746532174,Serverless real-time architecture on AWS: there is a way !,Angular 2 versus React: There Will Be Blood - Free Code Camp,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,What Color is Your Function?,The Continuous Delivery Maturity Model,JavaScript Conquered the Web. Now It's Taking Over the Desktop
2048657552251060795,Creating value in auto finance with vLendRight | Kevin Moseri,Goodbye accountants! Startup builds AI to automate all your accounting,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,big data = real time,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow"
2072448887839540892,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Governo brasileiro cria manual para contratação de cloud,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Mobile marketing statistics 2016,7 Questions to Ask Before Your Next Digital Transformation,The rise of APIs
2103268612948910635,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,"No dia das mães, Avon lança campanha com mãe de jovem gay","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
2106559900295325351,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,Exploring Java's Hidden Costs,Internet of Things Drives Outcome-Based Business Models,Combining Spring Boot and JDBI,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
2124033843135988844,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",A identidade visual de Budapeste para as Olimpíadas de 2024,"curso de branding, diferenciação e estratégia de marca","Google launches Springboard, an AI-powered assistant for its enterprise customers",Branding é problema seu. E meu.
2134259819148812594,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",As compras e os hábitos dos brasileiros no shopping | EXAME.com,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Não existe frete grátis!,The surprising truth about which countries lead in digital,From E-Commerce to Web 3.0: Let the Bots Do the Shopping
2156244701966673186,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",O homofóbico dentro de cada um,"No dia das mães, Avon lança campanha com mãe de jovem gay",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito
2229625391864201918,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Como Usar o Git e o GitHub,Dicas avançadas de ruby (capybara/cucumber),Sua comunidade de Teste.,BDD Best Practices and Guidelines - Testing Excellence,Agile: Falta competência nos testes
2259988589066296676,Meio&Mensagem,Meet the new Brazilian consumer,Mobile Time,The new tech talent you need to succeed in digital,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy
2262656830196923781,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,You don't talk about refactoring club,"Kotlin in Production - What works, Whats broken",Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise"
2267321579404324900,Migrating from Parse to Bluemix,StrictMode for Runtime Analysis on Android - Google Developers,Serverless Data Sync in Web Apps with Bit Torrent,Message buttons and the Slack API - Slack Platform Blog,Building Flipkart Lite: A Progressive Web App,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog"
2277184202014276839,How to build cross-platform mobile apps using nothing more than a JSON markup,Machine Learning Is No Longer Just for Experts,Duolingo's chatbots help you learn a new language,15 Awesome Sublime Text Plugins For Web Development,Chatbots: Are they better without the chat?,15 minutos sobre Docker
2280365999288629014,The Best Linux Distros of 2016,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),Criando ícones animados no Android,Alecrim/AlecrimCoreData,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Chrome OS now has Material Design for the desktop
2285214528595997209,Docker e .Net,Angular 2 versus React: There Will Be Blood - Free Code Camp,Pull request first - Practical Blend,Serverless real-time architecture on AWS: there is a way !,The brilliant mechanics of Pokémon Go,Progressive Web App - first introduced on Google I/O | airberlin
2321412363020240814,Lean IT is all about people - o Lean na TI é focado em pessoas,Digital Health Coaching,Qual é o valor da área de T&D na sua empresa?,Investimentos em coaching e mentoring aumentam nas empresas,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",How to augment your career with leadership coaching
2362495898257544462,How Do Top Android Developers QA Test Their Apps?,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Top 5 Android Testing Frameworks with Examples,Building Spring Cloud Microservices That Strangle Legacy Systems,Creating Compound Views on Android,Developing Android unit and instrumentation tests - Tutorial
2372438485070148864,The Continuous Delivery Maturity Model,Serverless real-time architecture on AWS: there is a way !,What Color is Your Function?,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,JavaScript Conquered the Web. Now It's Taking Over the Desktop,Sam Newman - Backends For Frontends
2417383163258637695,"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise",The hardest thing in computer science,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",You don't talk about refactoring club,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley'
2468005329717107277,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,It's The Future,The AI business landscape,"Secret's founder returns with Bold, a Medium for enterprise",Designing smart notifications,Ray Kurzweil: The world isn't getting worse - our information is getting better
2495913984359439198,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,StrictMode for Runtime Analysis on Android - Google Developers,Building interfaces with ConstraintLayout - Google Developers,"A whole new GitHub Universe: announcing new tools, forums, and features",Micro Profile JavaEE com Wildfly Swarm,Scrum Community - Scrum Alliance
2508620055362300376,Using DiffUtil in Android RecyclerView,My experience with Google's Associate Android Developer Certification,Advanced Android Espresso,Criando ícones animados no Android,Listas com RecyclerView - Android Dev BR,Programação Reativa Funcional com RxJava
2543311963908571128,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Combining Spring Boot and JDBI,"Kotlin in Production - What works, Whats broken",The technology behind preview photos,On Orchestrated Microservices - Built to Adapt,Standing on the Shoulders of Giants - Built to Adapt
2555983212310147009,The Definitive Guide to Database Version Control,Promises | Web Fundamentals - Google Developers,How to Design a Walkthrough That Users Will Read,Dark Scrum,The moment when you realize every server in the world is vulnerable - Free Code Camp,Microsoft's Open Source Love Affair Reaches New Heights
2581138407738454418,10 Modern Software Over-Engineering Mistakes,Berners-Lee quer criar outra Web,"Autofill: What web devs should know, but don't",Introduction to release engineering,Clean Coder Blog,Learning How to Learn: The Most Important Developer Skill - Free Code Camp
2589533162305407436,6 reasons why I like KeystoneML,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Algorithms and architecture for job recommendations,Google's Cloud Machine Learning service is now in public beta,The AI business landscape,Transfer Style But Not Color
2601622077116449484,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,Staying one step ahead at Pixar: An interview with Ed Catmull,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Lists are the new search,Up your app's sharing game with DirectShare - Google Developers
2602221055863892168,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Conselho da SABMiller aceita proposta de compra da AB InBev,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Startups apostam em aplicativos que conectam fretes e caminhoneiros,Gartner Reprint,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão
2607211459879791691,Leveling Up Your JavaScript -,One weird trick that will change the way you code forever: JavaScript TDD,Google Cloud Goes to the Farm,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Evernote anuncia integração com Google Drive | Google Discovery,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery"
2625883933130361261,Making open source data more available,The barbell effect of machine learning.,Google researchers teach AIs to see the important parts of images - and tell you about them,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,The AI business landscape,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet"
2633209697262372913,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Top Programming Languages Trends: The Rise of Big Data,Anti-If: The missing patterns,Introducing New Relic Infrastructure,Live asynchronously.
2645380860642118790,'We've realized a ten-year strategy goal in one year',Google is testing a new Material Design layout for desktop searches,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,The Netflix Tech Blog: Netflix Billing Migration to AWS,What to Inspect When You are Inspecting!,The sales secrets of high-growth companies
2687654465640040976,Google is testing a new Material Design layout for desktop searches,What to Inspect When You are Inspecting!,The Netflix Tech Blog: Netflix Billing Migration to AWS,Docker 1.12: Now with Built-in Orchestration!,Using behavioral data to improve customer satisfaction,Alecrim/AlecrimCoreData
2708089973817733462,You don't talk about refactoring club,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog","""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise",The Business Case for Progressive Web Apps,Building Flipkart Lite: A Progressive Web App,Kotlin no Backend (Parte 2) :: Concrete Solutions
2709926970543371965,A importância dos filmes de mulherzinha - Capitolina,Empresa britânica adota licença remunerada no período menstrual,Criadas para casar,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",#iLookLikeAnEngineer: One Year Later,Promoting gender equality through emoji �� ��
2715453133655798791,'The Simpsons' celebrates 600 episodes with a VR couch gag,Inteligência artificial da IBM criou 'trailer perfeito' para filme,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,Laboratório da Disney cria robô que pula,Cubr
2719909253419802298,As expectativas das mulheres da Geração Y são muitas,#Sentaquelávemtextão,O dia em que tive mais medo de estar errada.,Para entender o Dia Internacional contra a Homofobia,Workplace diversity in Brazil: there's still a long way to go,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC"
2725842723638001955,Micro Profile JavaEE com Wildfly Swarm,The Java 8 API Design Principles,Combining Spring Boot and JDBI,Kotlin no Backend (Parte 2) :: Concrete Solutions,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering
2727743992157210358,The Future of Digital Banking is Now,Lists are the new search,This Super Accurate Portrait Selection Tech Uses Neural Networks,Ordering coffee in Italy: the 10 commandments,Staying one step ahead at Pixar: An interview with Ed Catmull,Shopping app Spring's redesign could be a game-changer
