contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
8.31069E+18,Android process death - and the (big) implications for your app - Inloop,Android Fundamentals: IntentService Basics,What Happens When No One and Everyone Owns a Product? - Built to Adapt,Stop Trying to Monetize Your Data - Built to Adapt,The door for new contributors to Drupal is still locked,My experience with Google's Associate Android Developer Certification
2.17131E+18,Exploited Script in WordPress Themes Send Spam,Debugging WordPress: 11 Powerful Tips and Techniques,Hacked Website Report - 2016/Q3,Speed Up a WordPress Website in 8 Steps,Learn About the PHP Trends and Predictions for 2017,What to look for in a code review 
3.38299E+18,Graphene-based Antenna Still Looking for Path to Commercialization,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Put a ring on it: three smart rings with plenty of beauty and brains,Democratizing AI,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Lessons from Becoming a Data-Driven Organization
7.26369E+18,WeakReference in Android - Google Developers Experts,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,What makes a good (Android) Software Engineer,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Java 8 Streams - A Deeper Approach About Performance Improvement,13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
-2.5558E+18,Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,A saga do jovem CEO da Dasa,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
3.77269E+18,Can user-centered design steer you wrong?,Time to Re-Think Design Thinking,Addressing Accessibility for the Web,Engineering Digital Banking Solutions Using UX Methodology,The new tech talent you need to succeed in digital,Stop Trying to Monetize Your Data - Built to Adapt
-2.41725E+17,Fintech inova em parceria com a Apple e permite usuários realizarem Transferências por comando de voz,Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,A saga do jovem CEO da Dasa,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Black Friday salva o ano do e-commerce
8.81166E+17,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Seguradoras divulgam resultados de 2016 - Apólice,A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi
7.93426E+18,Outlook 2026 - Projeções para o Agronegócio Brasileiro,Qual é o valor da área de T&D na sua empresa?,"SulAmérica continua investindo, apesar da crise - Sonho Seguro","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost,CRO: crescimento com baixo investimento
8.86935E+18,Java Garbage Collection Essencial,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-1.10136E+18,Browser Trends December 2016: Mobile Overtakes Desktop,Now sites can fingerprint you online even when you use multiple browsers,My Approach to Mobile Accessibility Testing - Ministry of Testing,Sponsored: Five reasons why retailers should opt for digital receipts,What Google AMP Means for Every Marketer,"The Languages, Frameworks and Tools You Should Learn in 2017"
-7.49983E+18,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co,Large CPGs are under attack by startups... and consumers are winning,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,We are on the verge of a consumer M&A avalanche,Five things to include in your digital transformation playbook,Marketing To Millennials: 'Dope' Takeaways From 'Just Dance 2017'
2.12181E+18,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas","SulAmérica continua investindo, apesar da crise - Sonho Seguro",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Negociação deve garantir ocupação de shoppings até 2017 | EXAME.com
6.1046E+18,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
-4.07093E+18,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Accenture and Adboe team on customer enegagement,Now we know how profitable Microsoft's cloud business is -and investors should be happy,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Microsoft adds Python to deep learning toolkit
-1.30621E+18,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-2.96246E+18,Honda revela conceito de carro com 'emoções' e inteligência artificial,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Especialistas trazem tendências de UX para 2017 - KingHost,Google lança experimentos com inteligência artificial | Google Discovery,A saga do jovem CEO da Dasa,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela"
-3.95127E+18,Digital Leadership Is Not an Optional Part of Being a CEO,The new tech talent you need to succeed in digital,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Digital Tool as Strategic Enabler for Banking Transformation,10 principles of business transformation
2.86761E+18,Put a ring on it: three smart rings with plenty of beauty and brains,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Graphene-based Antenna Still Looking for Path to Commercialization,A smart home is where the bot is,Taking the Apple Watch Nike+ for a spin
1.45077E+18,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,How Robots Can Acquire New Skills from Their Shared Experience,Understanding User Psychology: Thinking Like a Game Designer,Introducing the Open Images Dataset,How real businesses are using machine learning,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product"
4.16937E+18,"Brasil gasta R$ 16,4 mi ao ano com aposentadorias de juízes condenados pelo CNJ","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
4.74606E+18,How Pinterest Uses Machine Learning To Keep Its Users Pinned,How real businesses are using machine learning,Life Beyond Email: Chatbot Marketing,Can Artificial Intelligence Enhance The Mass Customization In The Fashion Sector ?,Addressing Accessibility for the Web,Building on Slack Saved Our Startup
6.95397E+18,"""Disrupção não depende da tecnologia, depende das pessoas"": as lições do cofundador do Waze - Startupi","SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Como o Trello foi de 4 a 17 milhões de usuários,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
8.64095E+18,The invention that helped me write again - BBC News,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",1º Fórum Sercomtel de IOT e Smart Cities será realizado no dia 4 de Novembro - Blog - Bonde. O seu portal,Taking the Apple Watch Nike+ for a spin,Former Google career coach shares a visual trick for figuring out what to do with your life,Optimizing the Performance of Vector Drawables - upday devs
2.00648E+18,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Build Apps Faster with Salesforce - Webinar,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement
-8.85453E+17,What Google AMP Means for Every Marketer,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Browser Trends December 2016: Mobile Overtakes Desktop,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,The Complete Google Analytics Audit Checklist | Optimization Up
4.8954E+18,2. Why Drupal is ideal for ecommerce,4. Why ecommerce is essential for Drupal,6. What can Acquia and the community do now regarding Drupal and ecommerce?,0. The case for Drupal and Commerce,3. The case for Drupal and SaaS,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
7.20337E+18,1. Why ecommerce matters,4. Why ecommerce is essential for Drupal,0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,3. The case for Drupal and SaaS
-2.40088E+18,0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce,7. What's in this for me?,3. The case for Drupal and SaaS
6.63421E+18,3. The case for Drupal and SaaS,Dries Distributions remain a growing opportunity for Drupal - Buytaert,4. Why ecommerce is essential for Drupal,0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
6.86845E+18,7. What's in this for me?,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce
-2.73157E+17,4K movies come to the Google Play Movies & TV app,Hulu Acquires Recommendation Startup Video Genome Project,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google Jamboard Is a Huge 4K Screen You Can Scribble On,Google's Cloud Machine Learning service is now in public beta,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices"
5.64282E+17,Scrum Community - Scrum Alliance,4 essential how-tos for dealing with scope creep,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Jira - A Necessary Evil?,12 Agile principles,Seniority
9.62288E+17,Slack and Google announce partnership focused on better integrating their services,IBM Watson is about to make Slack's chat bot smarter,Building on Slack Saved Our Startup,Slack swips at Skype with video calls and reaction emoji,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
-6.24552E+18,Marketing To Millennials: 'Dope' Takeaways From 'Just Dance 2017',Understanding User Psychology: Thinking Like a Game Designer,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co,Digitization and The Loss of Iconography - Posted by SYPartners,How AI helps marketers tell better stories,Breaking: Apple's Search Ads go LIVE!
-5.5708E+18,Magic Quadrant for Business Intelligence and Analytics Platforms,Gartner Reprint,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making,Improvements coming to the Google Analytics desktop UI,Assessing Salesforce's platform and ecosystem | ZDNet,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable
-7.52918E+18,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",Introducing Mini Courses with MS Chatbots,Introduction To Chatbots,Building a Facebook Chat Bot with Node and Heroku,Telegram Bolsters Bot API with New Gaming Functionality,Life Beyond Email: Chatbot Marketing
-4.35836E+18,Uma arquitetura de referência para a Internet das Coisas - Parte 1,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
7.08817E+18,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Cognizant Named a Digital Transformation Leader in the Life Science Industry,The invention that helped me write again - BBC News,Former Google career coach shares a visual trick for figuring out what to do with your life,Having Children Destroyed My Career,Don't Waste Your Time on Networking Events
3.38041E+18,GE integra inteligência artificial Alexa em uma lâmpada circular,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays"
3.71612E+18,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,A saga do jovem CEO da Dasa,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SulAmérica continua investindo, apesar da crise - Sonho Seguro",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-3.02092E+18,Hype Driven Development,Hype Driven Development,12 Agile principles,"The Languages, Frameworks and Tools You Should Learn in 2017",Standing on the Shoulders of Giants - Built to Adapt,Seniority
-2.09708E+18,"The Languages, Frameworks and Tools You Should Learn in 2017",Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,What's the Best Programming Language to Learn in 2017?,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Machine Learning Is No Longer Just for Experts
-5.73622E+18,How Coca-Cola Is Harvesting Innovation Energy From Startups,Coca-Cola reportedly closes Founders startup incubator,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net","Conheça Cris Grether, a diretora Global de Design que liderou, em Atlanta, a reformulação das embalagens de Coca-Cola",Innovation is in all the wrong places,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making
4.67742E+18,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings,What DeepMind brings to Alphabet
-8.07868E+17,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Why Deep Learning Is Suddenly Changing Your Life,Machine Learning Is No Longer Just for Experts,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,Baidu Research grills AI models on deep learning
-2.40589E+18,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,A saga do jovem CEO da Dasa,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-2.12329E+18,10 principles of business transformation,12 Agile principles,Why do you Fail at Growth Marketing and How to Solve it,The new tech talent you need to succeed in digital,Seniority,7 Tips to Create a Company Learning Culture like Google - Without Resources
6.56946E+18,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Announcing updates to Google's Internet of Things platform: Android Things and Weave,Support Ended for Eclipse Android Developer Tools,My experience with Google's Associate Android Developer Certification,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-2.37388E+18,OpenVpn rodando com Docker no Raspberry Pi,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
1.87389E+16,"Bot do Facebook Messenger simula entrevista para o processo de ""3%""",Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Livros sobre liderança: os 10 melhores livros para bons líderes,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
-1.87813E+18,The Ten Commandments of Egoless Programming,Don't document your code. Code your documentation.,What to look for in a code review ,Code.org 2016 Annual Report,Seniority,How Kotlin became our primary language for Android - UPTech Team
-1.25941E+18,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",7. What's in this for me?,Ibope revela lojas de e-commerce com maior recomendação no Brasil - B!T magazine,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Top 5 conteúdos 2016 - Sensedia
-5.47324E+17,Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,O IPO é a saída para a Netshoes?
-6.65993E+18,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,Live asynchronously.,Stop Trying to Sound Smart When You're Writing,Seniority,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine
-6.63962E+18,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Why Deep Learning Is Suddenly Changing Your Life,Here's how The White House wants the U.S. to approach AI R&D,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator"
-1.32471E+18,4 essential how-tos for dealing with scope creep,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Introducing JIRA Software for iPhone,Jira - A Necessary Evil?,12 Agile principles,Scrum Community - Scrum Alliance
-7.21511E+18,Announcing updates to Google's Internet of Things platform: Android Things and Weave,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Support Ended for Eclipse Android Developer Tools,Google's Cloud Machine Learning service is now in public beta,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons
8.2898E+18,"Which countries study which languages, and what can we learn from it? | Making Duolingo Blog",Duolingo's chatbots help you learn a new language,The Three Language Acquisition Stages,What's the Best Programming Language to Learn in 2017?,Write Like You Talk,"The Languages, Frameworks and Tools You Should Learn in 2017"
4.7443E+18,containerd - a core container runtime project for the industry - Docker Blog,"Use Docker to build, test and push your Artifacts",Introducing Docker for Windows Server 2016 - Docker Blog,Testing a new Drupal 8 installation with 2 Docker commands,"Docker - Build, Ship, and Run Any App, Anywhere",Labelling automated builds on Docker Hub - Microscaling Systems
8.52604E+18,Cloud Native Part 1: Definition,Google Cloud Platform sets a course for new horizons,Standing on the Shoulders of Giants - Built to Adapt,"Google Cloud Machine Learning family grows with new API, editions and pricing",8 must-see sessions for application developers at Google Cloud Next '17,Introducing Google Cloud Shell's new code editor
2.28239E+18,Kickstarter 3D printer will print circuit boards as part of your designs,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Innovation is in all the wrong places,12 Agile principles,Democratizing AI
-3.46205E+18,Support your Gmail users more easily with revamped bounce messages and message headers,Save time with Quick Access in Drive,New APIs Expand Line's Third Party Integration and Chatbot Capabilities,Building a Facebook Chat Bot with Node and Heroku,Stop Trying to Sound Smart When You're Writing,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too"
7.4248E+18,7 Tips to Create a Company Learning Culture like Google - Without Resources,How real businesses are using machine learning,The Best Advice From Quora on 'How to Learn Machine Learning',Seniority,Why do you Fail at Growth Marketing and How to Solve it,10 principles of business transformation
6.76537E+18,What is Affective Computing And How Could Emotional Machines Change Our Lives?,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Machine Learning Is No Longer Just for Experts,Why Deep Learning Is Suddenly Changing Your Life,How real businesses are using machine learning
-1.46303E+18,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Como a tecnologia está mudando o atendimento hospitalar,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Especialistas trazem tendências de UX para 2017 - KingHost,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
4.70245E+18,A Data Engineer's Guide To Non-Traditional Data Storages,"Practical advice for analysis of large, complex data sets",Lessons from Becoming a Data-Driven Organization,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Stop Trying to Monetize Your Data - Built to Adapt,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent"
2.47488E+18,Communication Within an Android App With EventBus,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication patterns in a Microservice world,Building Event-driven Microservices Using CQRS and Serverless,Don't Waste Your Time on Networking Events
-5.08227E+18,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Uma arquitetura de referência para a Internet das Coisas - Parte 1
2.83407E+18,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,Plano nacional de ''internet das coisas'' sai em fevereiro,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost
-5.31478E+18,Android Fundamentals: IntentService Basics,Android process death - and the (big) implications for your app - Inloop,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Java 8 Streams - A Deeper Approach About Performance Improvement,Building a Facebook Chat Bot with Node and Heroku
6.00945E+18,[Tools] How to Record your Desktop Screen with YouTube,Slack swips at Skype with video calls and reaction emoji,My Approach to Mobile Accessibility Testing - Ministry of Testing,Hype Driven Development,Hype Driven Development,Building a Facebook Chat Bot with Node and Heroku
7.0657E+18,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
2.05014E+18,"Dasa anuncia compra do laboratório Leme, da Bahia",Dasa compra rede de laboratórios SalomãoZoppi,Dasa compra maior rede de laboratórios do Nordeste,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",A saga do jovem CEO da Dasa,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine
1.58012E+18,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O manual do deboísta corporativo
-2.46265E+18,Curso mbed na KL25Z - Primeiros passos - Embarcados,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Como o Trello foi de 4 a 17 milhões de usuários,"SINAIS do FUTURO imediato: #1, internet das coisas"
4.57506E+17,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se"
-7.28441E+16,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",A saga do jovem CEO da Dasa,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Black Friday salva o ano do e-commerce,Dasa compra rede de laboratórios SalomãoZoppi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
2.43824E+18,Jira - A Necessary Evil?,Introducing JIRA Software for iPhone,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,4 essential how-tos for dealing with scope creep,12 Agile principles,Scrum Community - Scrum Alliance
7.03903E+18,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi",A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-1.66344E+18,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,A saga do jovem CEO da Dasa
5.70187E+18,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Comunicação entre Arduino e ROS através do pacote rosserial_arduino,"STEMTera, uma protoboard com Arduino Uno embutido",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
2.37946E+18,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Como o Trello foi de 4 a 17 milhões de usuários
-2.7155E+18,Improving Drupal 8's API-first: JSON API and OAuth2?,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The investment case for employing a Drupal core contributor - Dries Buytaert,Dries Distributions remain a growing opportunity for Drupal - Buytaert,2. Why Drupal is ideal for ecommerce,0. The case for Drupal and Commerce
-7.905E+18,Hulu Acquires Recommendation Startup Video Genome Project,4K movies come to the Google Play Movies & TV app,Twitter is shutting down Vine,Tailoring your integration approach to specific deals,Slack swips at Skype with video calls and reaction emoji,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices"
9.0264E+18,Building interfaces with ConstraintLayout - Google Developers,ConstraintLayout - Part 1,How to build cross-platform mobile apps using nothing more than a JSON markup,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,Advanced Android Espresso,RecyclerView Prefetch - Google Developers
-8.93353E+18,RecyclerView Prefetch - Google Developers,Advanced Android Espresso,How to build cross-platform mobile apps using nothing more than a JSON markup,Using DiffUtil in Android RecyclerView,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Pury - New Way to Profile Your Android Application
